Name,Positions,Age,OVA,Potential,Team,Contract,Value,Wage,Total
Z. Williams,CB,18,59,72,Crewe Alexandra,2021 ~ 2024,€500K,€600,1461
22 Y. Hayasaka,GK,22,58,65,Kawasaki Frontale,2021 ~ 2023,€350K,€1K,1008
22 L. Cissé,RM,18,62,74,AS Nancy Lorraine,2021 ~ 2024,€925K,€550,1494
A. Martegani,CAM,22,69,78,San Lorenzo de Almagro,2018 ~ 2024,€3.1M,€6K,1780
22 K. Lencina,LM,20,60,70,Defensa y Justicia,2021 ~ 2023,€550K,€2K,1478
22 T. Rodríguez,LB,20,59,68,Arsenal de Sarandí,2021 ~ 2023,€475K,€1K,1471
21 Edgar Pacheco,LW,20,60,68,Belenenses SAD,2019 ~ 2024,€550K,€1K,1433
21 D. Dodson,ST,21,57,68,Orlando City Soccer Club,2021 ~ 2021,€375K,€1K,1335
22 A. Jackson,RM,19,50,67,Minnesota United FC,2021 ~ 2022,€120K,€650,1336
22 A. Williams,ST,22,58,65,LA Galaxy,2021 ~ 2021,€425K,€1K,1398
I. Donasiyano,CAM,24,51,57,Nashville SC,2021 ~ 2022,€90K,€1K,1355
S. Pattynama,LB,23,63,70,Viking FK,2021 ~ 2023,€925K,€900,1674
K. Pierre,RB,19,53,70,Sporting Kansas City,2021 ~ 2024,€230K,€600,1342
R. Balker,CB,23,65,71,FC Groningen,2021 ~ 2024,€1M,€2K,1425
22 R. Tanada,ST,18,57,72,Sanfrecce Hiroshima,2021 ~ 2023,€375K,€800,1369
22 D. MacKay,LM,20,63,71,Hibernian,2021 ~ 2025,€1.1M,€1K,1571
L. Schmökel,CB,20,57,66,1. FC Magdeburg,2021 ~ 2023,€325K,€1K,1331
S. Bird,CB,19,50,61,Fleetwood Town,2021 ~ 2023,€90K,€750,1215
22 A. Kalogeropoulos,CB,16,62,78,Olympiacos CFP,2020 ~ 2023,€925K,€500,1498
22 J. Kaparos,CDM,19,60,72,FC Schalke 04,2021 ~ 2022,€550K,€1K,1581
B. Ezeh,LB,21,62,74,SV Wehen Wiesbaden,2022 ~ 2024,€950K,€1K,1530
22 S. Cornish,CDM,19,55,68,Colchester United,2020 ~ 2022,€275K,€1K,1539
22 L. Oki,RB,18,49,57,Waterford FC,2021 ~ 2021,€90K,€500,1280
22 G. O'Reilly,CM,18,49,57,Waterford FC,2021 ~ 2021,€100K,€500,1368
22 J. Lee,LM,19,49,57,Waterford FC,2021 ~ 2021,€100K,€500,1275
22 L. Kervick,RM,18,50,58,Waterford FC,2021 ~ 2021,€100K,€500,1294
22 J. Brazil,ST,18,48,56,Waterford FC,2021 ~ 2021,€100K,€500,1256
22 P. Omotosho,CDM,19,49,57,Waterford FC,2021 ~ 2021,€100K,€500,1341
22 A. Dunwoody,CM,18,48,58,Waterford FC,2021 ~ 2021,€100K,€500,1383
22 M. Quinlan,ST,18,48,59,Waterford FC,2021 ~ 2021,€100K,€500,1199
22 J. Maher,CM,19,48,56,Waterford FC,2021 ~ 2021,€100K,€500,1404
B. Ilunga,LWB,18,54,72,Milton Keynes Dons,2021 ~ 2023,€250K,€500,1462
22 N. Motika,LM,18,58,76,FC Bayern München,2022 ~ 2023,€525K,€3K,1478
22 D. Wolfe,LB,19,58,71,SK Brann,2021 ~ 2023,€475K,€500,1475
21 E. Kaşcıoğlu,CB,19,56,66,Denizlispor,2020 ~ 2025,€300K,€2K,1290
A. Calut,LB,19,61,74,Standard de Liège,2020 ~ 2024,€750K,€1K,1525
N. Romero,CB,18,60,76,Atlético Tucumán,2021 ~ 2024,€600K,€550,1590
22 M. Pieres,CB,21,60,70,Defensa y Justicia,2022 ~ 2023,€525K,€2K,1391
N. Garayalde,CM,22,67,75,Vélez Sarsfield,2020 ~ 2024,€2.3M,€5K,1688
R. Giampaoli,CB,22,66,73,Rosenborg BK,"Dec 31, 2023 On Loan",€1.6M,€4K,1566
M. Doucouré,ST,22,63,73,Nîmes Olympique,2021 ~ 2024,€1.1M,€2K,1552
22 L. Vielgut,CM,20,57,68,RZ Pellets Wolfsberger AC,2021 ~ 2023,€350K,€2K,1546
H. Tebily,ST,20,58,74,FC Sochaux-Montbéliard,2020 ~ 2026,€550K,€1K,1474
22 M. Mignon,GK,30,59,59,Seraing,2015 ~ 2022,€150K,€2K,877
22 Y. Nadrani,CB,24,66,71,Seraing,2019 ~ 2022,€1.2M,€4K,1481
22 W. Faye,CB,27,64,65,Seraing,2020 ~ 2022,€600K,€4K,1449
22 R. Djedje,CDM,19,56,67,Seraing,"Jun 30, 2022 On Loan",€300K,€1K,1426
22 A. Al Badaoui,CAM,25,64,68,AD Alcorcón,2021 ~ 2024,€825K,€2K,1646
22 A. Sanogo,RM,22,61,67,Seraing,2019 ~ 2022,€525K,€2K,1445
F. Draper,ST,17,56,73,Lincoln City,2020 ~ 2024,€350K,€500,1369
21 Sun Zixuan,RB,20,51,57,Tianjin Jinmen Tiger FC,2021 ~ 2021,€80K,€2K,1276
22 Fang Hao,LM,21,51,59,Shandong Taishan,2021 ~ 2025,€130K,€2K,1416
22 K. Xamixidin,RW,22,49,54,Wuhan FC,2021 ~ 2025,€70K,€2K,1291
Gao Xiang,GK,21,48,54,Wuhan FC,2021 ~ 2025,€60K,€800,836
22 Li Xingqi,CB,20,50,56,Wuhan FC,2021 ~ 2025,€70K,€1K,1192
21 Liu Zhenhong,CM,21,48,54,Wuhan FC,2021 ~ 2021,€70K,€1K,1346
22 Guo Jiawei,GK,20,49,56,Wuhan FC,2021 ~ 2025,€80K,€800,881
22 Song Defu,CDM,22,48,53,Wuhan FC,2021 ~ 2025,€70K,€1K,1346
Chen Yunhua,CM,22,48,56,Hebei FC,2021 ~ 2022,€100K,€1K,1350
Pang Jiajun,GK,22,50,56,Hebei FC,2021 ~ 2026,€60K,€950,881
L. Schulze-Kökelsum,GK,20,54,68,Eintracht Braunschweig,2021 ~ 2023,€230K,€1K,884
22 B. Villalta,CB,20,61,68,Club Sporting Cristal,2021 ~ 2022,€600K,€500,1466
22 D. Soto,CAM,19,60,69,Club Sporting Cristal,2021 ~ 2022,€525K,€500,1680
22 M. Sanhouse,GK,21,59,65,Deportivo Táchira FC,2021 ~ 2021,€300K,€500,956
V. Latinovich,CB,24,55,62,New York City FC,2021 ~ 2022,€240K,€1K,1226
22 Zhang Xingbo,LWB,27,53,53,Chongqing Liangjiang Athletic,2021 ~ 2022,€90K,€1K,1348
22 Lu Xianyong,CM,21,48,55,Chongqing Liangjiang Athletic,2021 ~ 2022,€90K,€1K,1386
22 He Siwei,CB,20,48,58,Chongqing Liangjiang Athletic,2021 ~ 2022,€100K,€950,1198
21 Deng Haotian,LB,18,49,61,Chongqing Liangjiang Athletic,2021 ~ 2022,€100K,€500,1259
22 Fan Weixiang,GK,24,50,55,Chongqing Liangjiang Athletic,2021 ~ 2025,€60K,€900,819
22 Pan Long,GK,21,50,56,Chongqing Liangjiang Athletic,2021 ~ 2022,€60K,€700,815
22 Zhang Xiang,CB,20,51,63,Chongqing Liangjiang Athletic,2021 ~ 2022,€130K,€1K,1204
K. Ablet,GK,25,50,53,Dalian Professional Football Club,2021 ~ 2022,€50K,€1K,797
Wang Jinshuai,GK,21,52,59,Dalian Professional Football Club,2021 ~ 2026,€140K,€800,857
22 Yang Haoyu,CB,20,49,56,Dalian Professional Football Club,2021 ~ 2025,€90K,€1K,1170
22 Kong Yinquan,CM,21,49,56,Dalian Professional Football Club,2021 ~ 2025,€90K,€2K,1371
22 S. Grehan,CB,17,51,66,Bohemian FC,2021 ~ 2025,€120K,€500,1191
22 E. Ancheta,RB,22,57,67,Cerro Largo Fútbol Club,2021 ~ 2022,€350K,€500,1378
22 L. Rodríguez,ST,22,55,63,Cerro Largo Fútbol Club,2021 ~ 2021,€275K,€500,1311
C. Jennings,ST,25,56,61,Los Angeles FC,2021 ~ 2026,€210K,€1K,1341
22 K. Habibullah,LM,17,56,76,Vancouver Whitecaps FC,2021 ~ 2022,€375K,€500,1435
M. Campagna,CB,18,49,72,Vancouver Whitecaps FC,2021 ~ 2022,€140K,€500,1161
22 D. Galjen,ST,19,57,70,SV Werder Bremen,2021 ~ 2023,€400K,€1K,1348
22 S. Dreyer,CB,17,52,59,Stevenage,2021 ~ 2022,€140K,€500,1201
22 T. Smith,GK,17,50,63,Stevenage,2021 ~ 2022,€90K,€500,827
22 E. Sithole,GK,20,51,61,Orlando Pirates,2021 ~ 2023,€110K,€500,868
D. Norris,LM,19,52,63,UCD AFC,2021 ~ 2022,€170K,€500,1422
22 C. Stringer,CM,19,50,60,Waterford FC,2021 ~ 2021,€100K,€500,1406
22 S. Morrissey,CB,18,50,58,Waterford FC,2021 ~ 2021,€90K,€500,1152
22 K. Cooke,GK,18,51,61,Waterford FC,2021 ~ 2021,€110K,€500,859
22 I. Homoki,CAM,18,50,58,Waterford FC,2021 ~ 2021,€100K,€500,1372
O. Stanisic,CB,28,65,65,Varbergs BoIS FC,2021 ~ 2025,€625K,€1K,1509
21 T. Muharemovic,CB,17,58,75,RZ Pellets Wolfsberger AC,2020 ~ 2024,€475K,€500,1294
22 F. Terry,CB,17,54,74,Colchester United,2021 ~ 2022,€275K,€500,1283
S. Guediri,LB,24,59,64,D.C. United,2022 ~ 2023,€325K,€1K,1559
22 A. Quezada,RW,22,54,62,Los Angeles FC,2021 ~ 2022,€240K,€1K,1361
J. Kühn,LB,20,57,68,SG Dynamo Dresden,2021 ~ 2023,€350K,€1K,1403
R. Mahon,LM,19,50,62,Motherwell,2022 ~ 2023,€110K,€650,1253
22 B. Liuzzi,CM,20,60,67,Club Atlético Sarmiento,2020 ~ 2023,€475K,€1K,1651
N. Velupillay,LM,21,58,65,Melbourne Victory,2021 ~ 2023,€425K,€1K,1440
C. Porter,RB,20,50,62,Derry City,2021 ~ 2022,€110K,€500,1331
P. Maguire,CB,19,49,67,Sligo Rovers,2021 ~ 2023,€110K,€500,1062
R. Howley,CM,18,57,79,Coventry City,2020 ~ 2023,€525K,€1K,1565
S. Stalin,LB,21,54,62,Mumbai City FC,2022 ~ 2026,€230K,€500,1336
H. Ruivah,CB,21,57,69,Kerala Blasters FC,2021 ~ 2024,€375K,€500,1446
H. McHugh,CM,19,52,67,Wigan Athletic,2020 ~ 2023,€190K,€1K,1477
22 A. Acevedo,RB,19,59,70,Club Atlético Rentistas,2021 ~ 2021,€475K,€500,1429
T. Sander,GK,17,58,75,Aalborg BK,2021 ~ 2025,€450K,€500,1037
F. Ovelar,RM,18,62,75,Club Cerro Porteño,2021 ~ 2022,€925K,€500,1603
J. Silva,GK,24,64,70,Cerro Largo Fútbol Club,2020 ~ 2022,€750K,€500,917
21 B. Camara,LW,19,58,67,Racing Club de Lens,2021 ~ 2021,€450K,€4K,1360
22 A. Robinson,CDM,24,52,55,Longford Town,2021 ~ 2022,€100K,€500,1430
N. Al Saadi,CAM,21,52,62,Abha Club,2020 ~ 2026,€180K,€2K,1332
21 H. Kumagai,CM,16,52,70,Vegalta Sendai,2021 ~ 2023,€200K,€500,1461
22 J. Bauer,CB,22,59,65,Atlanta United,2021 ~ 2021,€325K,€1K,1351
C. Noonan,ST,19,47,63,Shamrock Rovers,2021 ~ 2022,€120K,€500,1178
22 Juninho Rocha,RW,23,64,68,Club Atlético Rentistas,2021 ~ 2022,€850K,€500,1637
R. Al Bloushi,ST,21,53,65,Ettifaq FC,2021 ~ 2025,€230K,€4K,1387
22 K. Fidelis,LW,22,60,67,FC Vizela,2021 ~ 2022,€500K,€1K,1515
J. Guasone,CB,21,64,77,Patronato,2021 ~ 2024,€1.4M,€2K,1309
Bai Yang,CB,24,52,55,Beijing Guoan FC,2021 ~ 2024,€100K,€2K,1197
22 Jiang Wenhao,CDM,21,48,58,Beijing Guoan FC,2021 ~ 2022,€100K,€2K,1342
Li Boxi,ST,21,49,56,Beijing Guoan FC,2021 ~ 2022,€100K,€2K,1252
Ruan Qilong,CB,21,51,61,Beijing Guoan FC,2021 ~ 2023,€120K,€2K,1221
Xie Longfei,CM,21,49,56,Beijing Guoan FC,2021 ~ 2023,€90K,€2K,1410
22 Gao Jian,ST,19,49,59,Beijing Guoan FC,2021 ~ 2022,€100K,€2K,1246
21 Chen Jiayu,LB,26,52,52,Hebei FC,2021 ~ 2021,€80K,€2K,1275
Guo Hanru,GK,22,52,59,Hebei FC,2021 ~ 2023,€140K,€1K,835
Yao Xuchen,RM,22,55,61,Hebei FC,2021 ~ 2022,€200K,€1K,1438
E. Khouri,LM,19,53,67,Grimsby Town,2021 ~ 2024,€220K,€950,1416
Du Zhixuan,CM,20,48,60,Henan Songshan Longmen FC,2021 ~ 2023,€110K,€1K,1291
Chen Keqiang,CM,22,48,54,Henan Songshan Longmen FC,2021 ~ 2022,€70K,€1K,1383
Liu Jiahui,CB,21,51,59,Henan Songshan Longmen FC,2021 ~ 2025,€120K,€1K,1191
Xu Shilong,GK,21,52,62,Henan Songshan Longmen FC,2022 ~ 2026,€160K,€900,843
S. Abdusalam,CM,28,49,49,Shijiazhuang Ever Bright F.C.,2021 ~ 2022,€45K,€1K,1423
Niu Ziyi,LB,22,55,62,Henan Songshan Longmen FC,2021 ~ 2025,€240K,€1K,1343
21 Hu Shengjia,CM,22,48,53,Shijiazhuang Ever Bright F.C.,2021 ~ 2021,€70K,€1K,1359
Zhang Xiangshuo,LWB,21,51,57,Shijiazhuang Ever Bright F.C.,2021 ~ 2023,€90K,€950,1407
22 G. Sithole,ST,18,56,67,Gillingham,2021 ~ 2022,€300K,€750,1401
L. Mariette,CM,18,53,73,Blackpool,2021 ~ 2023,€250K,€750,1423
22 Á. Robles,ST,19,57,71,Puebla FC,2021 ~ 2024,€400K,€1K,1387
21 L. Ramírez,RB,24,61,65,Club Atlético de San Luis,2021 ~ 2021,€425K,€2K,1442
Ci Henglong,GK,22,52,64,Changchun Yatai FC,2020 ~ 2026,€170K,€1K,825
22 Zhang Zijian,CB,24,54,58,Changchun Yatai FC,2020 ~ 2025,€140K,€1K,1251
22 Bai Xuesong,ST,19,51,59,Changchun Yatai FC,2020 ~ 2025,€130K,€1K,1258
D. Tudi,CM,23,59,63,Changchun Yatai FC,2022 ~ 2026,€325K,€2K,1542
M. Memet-Ali,RW,21,50,55,Changchun Yatai FC,2020 ~ 2022,€70K,€1K,1322
Cui Qi,CB,24,57,60,Changchun Yatai FC,2019 ~ 2022,€200K,€1K,1345
22 Song Ziwenhao,CM,18,47,60,Changchun Yatai FC,2020 ~ 2025,€110K,€500,1368
22 Sun Qinhan,LB,21,51,59,Shanghai Shenhua FC,2022 ~ 2022,€130K,€2K,1276
22 Yi Wenjun,RB,23,50,56,Changchun Yatai FC,2021 ~ 2022,€70K,€1K,1262
22 Song Bowei,LM,19,48,57,Shandong Taishan,2021 ~ 2025,€100K,€1K,1281
22 Yu Jinyong,GK,16,50,63,Shandong Taishan,2021 ~ 2025,€90K,€500,825
22 Zhu Yue,RB,20,53,65,Shanghai Shenhua FC,2020 ~ 2022,€220K,€2K,1255
22 Wei Minzhe,GK,22,54,60,Shenzhen FC,2021 ~ 2022,€140K,€1K,882
22 Chen Guoliang,CB,22,49,54,Shenzhen FC,2021 ~ 2022,€70K,€1K,1183
Yang Dejiang,CDM,17,47,57,Guangzhou FC,2021 ~ 2023,€90K,€500,1289
Hou Yu,CDM,21,50,60,Guangzhou FC,2021 ~ 2023,€100K,€900,1391
22 Zhang Zhihao,CB,20,50,58,Guangzhou FC,2021 ~ 2022,€100K,€2K,1167
22 Luo Junhan,CB,17,50,66,Guangzhou FC,2021 ~ 2023,€110K,€500,1169
22 Chen Zhengfeng,CM,20,48,52,Guangzhou FC,2021 ~ 2025,€70K,€2K,1342
22 Wu Junhao,CM,16,48,64,Guangzhou FC,2021 ~ 2023,€120K,€500,1386
Guo Jiayu,GK,17,51,66,Wuhan Three Towns,2022 ~ 2026,€120K,€500,851
21 G. Villarreal,GK,19,59,67,LDU Quito,2021 ~ 2024,€425K,€500,934
22 Yang Likai,CM,20,48,53,Qingdao FC,2021 ~ 2025,€70K,€1K,1345
22 Song Runtong,ST,19,48,57,Qingdao FC,2021 ~ 2022,€100K,€1K,1245
Hu Jiali,CDM,22,59,63,Wuhan FC,2022 ~ 2025,€300K,€2K,1450
H. Abraham,CM,21,52,65,Shanghai Port FC,2021 ~ 2023,€200K,€2K,1455
Liu Zhurun,ST,20,55,63,Shanghai Port FC,2020 ~ 2023,€275K,€2K,1330
A. Parsons,RM,22,59,69,Sydney FC,2022 ~ 2023,€500K,€1K,1456
21 Huang Jianyu,ST,21,68,74,Jiangsu FC,2020 ~ 2022,€2M,€7K,1587
21 Jia Meilin,RW,30,57,57,Jiangsu FC,2017 ~ 2023,€160K,€4K,1519
21 Xiong Shanyuan,GK,34,57,57,Jiangsu FC,2021 ~ 2023,€30K,€2K,848
21 Dong Feng,CB,32,64,64,Jiangsu FC,2010 ~ 2022,€375K,€5K,1484
21 Gao Renshu,RB,24,65,67,Jiangsu FC,2021 ~ 2023,€850K,€4K,1572
21 Xiao Guiren,CM,22,56,62,Jiangsu FC,2021 ~ 2022,€230K,€3K,1545
21 Deng Dingxiang,CF,30,60,60,Jiangsu FC,2017 ~ 2022,€240K,€4K,1535
21 Tang Wen,CAM,26,64,65,Jiangsu FC,2021 ~ 2022,€700K,€5K,1589
21 Fu Shoushan,LW,33,61,61,Jiangsu FC,2017 ~ 2021,€200K,€4K,1510
22 J. Charles,LB,19,52,65,Mansfield Town,2021 ~ 2022,€180K,€1K,1429
22 P. Kaloutsikidis,RB,20,62,72,PAOK,2021 ~ 2022,€825K,€500,1529
22 I. Tshipamba,RM,20,55,65,Waterford FC,2021 ~ 2021,€275K,€500,1425
J. Bevan,GK,19,55,64,Shrewsbury Town,2021 ~ 2023,€240K,€550,878
22 M. Ferreira,CAM,22,61,68,Club Atlético Rentistas,2021 ~ 2021,€675K,€500,1515
A. Bedrane,CB,30,69,69,Damac FC,2022 ~ 2024,€1.1M,€9K,1532
L. Chadwick,GK,19,52,62,Cambridge United,2022 ~ 2023,€150K,€500,926
22 C. Woods,GK,17,51,66,Northampton Town,2021 ~ 2022,€120K,€500,818
C. McLaughlin,CAM,20,51,59,Derry City,2021 ~ 2026,€130K,€500,1261
21 A. Harkin,CM,27,49,49,Derry City,2021 ~ 2021,€50K,€550,1407
22 O. Kennedy,RM,19,49,58,Derry City,2021 ~ 2022,€100K,€500,1253
22 M. McFadden,RM,20,49,64,Derry City,2021 ~ 2021,€110K,€500,1335
21 M. Glynn,RB,18,50,64,Derry City,2021 ~ 2021,€100K,€500,1246
22 K. Nagera,ST,19,63,80,SC Bastia,"Jun 30, 2022 On Loan",€1.3M,€8K,1547
D. Reiziger,GK,21,59,70,Vitesse,2021 ~ 2024,€450K,€1K,981
21 J. Siwe,ST,18,57,74,Dijon FCO,2018 ~ 2024,€425K,€1K,1380
B. Redžić,LM,19,50,70,FC Dallas,2021 ~ 2025,€130K,€650,1276
22 J. Varela,CDM,26,60,60,Club Atlético Rentistas,2022 ~ 2022,€240K,€500,1582
A. Mörfelt,RW,22,61,67,Degerfors IF,2022 ~ 2024,€525K,€750,1579
22 I. Hoffman,RM,19,53,64,Houston Dynamo,2021 ~ 2025,€200K,€750,1447
E. Bartlow,CB,22,57,65,Houston Dynamo,2021 ~ 2022,€350K,€1K,1306
22 F. Peraza,ST,28,62,62,Club Atlético Rentistas,2021 ~ 2021,€400K,€500,1515
22 M. García,CM,21,60,70,Club Atlético Rentistas,2021 ~ 2022,€550K,€500,1593
A. Hountondji,LM,19,62,77,US Quevilly Rouen Métropole,"Jun 30, 2023 On Loan",€950K,€900,1499
22 A. Palma,LM,19,57,69,Club Necaxa,2021 ~ 2025,€400K,€1K,1401
J. Eseiza,LB,20,60,71,Club Atlético Banfield,2021 ~ 2023,€525K,€2K,1487
21 A. Quirós,CB,18,58,71,Club Atlético Banfield,2021 ~ 2023,€450K,€650,1307
M. Sahi,ST,20,68,79,FC Annecy,"Jun 30, 2023 On Loan",€2.7M,€8K,1652
21 José Bica,ST,17,59,79,LOSC Lille,2021 ~ 2025,€600K,€1K,1484
M. Gragger,RB,20,58,69,SV Ried,2021 ~ 2024,€425K,€1K,1507
Enric Llansana,CDM,21,65,75,Go Ahead Eagles,2022 ~ 2026,€1.5M,€2K,1652
22 César Sousa,CAM,21,60,70,Belenenses SAD,2018 ~ 2023,€550K,€950,1550
21 M. Giagnorio,GK,19,54,65,AS Nancy Lorraine,2020 ~ 2024,€200K,€500,905
M. Chol,RM,23,57,64,Atlanta United,2021 ~ 2026,€325K,€1K,1432
21 B. Kręcichwost,ST,20,55,63,Podbeskidzie Bielsko-Biała,2021 ~ 2021,€275K,€750,1356
S. Stückler,LM,21,59,68,SK Sturm Graz,2021 ~ 2024,€500K,€2K,1592
22 E. Ávalos,RB,21,58,68,Tigres U.A.N.L.,2020 ~ 2025,€425K,€5K,1560
21 A. Sünger,GK,20,57,65,Denizlispor,2020 ~ 2025,€300K,€2K,888
M. Bangré,RW,21,60,75,US Quevilly Rouen Métropole,"Jun 30, 2023 On Loan",€600K,€2K,1573
22 J. Bradley-Walsh,CB,20,48,61,Finn Harps,2018 ~ 2022,€110K,€500,1161
22 R. Gallagher,CAM,20,47,61,Finn Harps,2018 ~ 2022,€110K,€500,1255
21 W. Castillo,ST,22,58,64,Club Atlético de San Luis,2021 ~ 2021,€325K,€3K,1393
22 M. González,CB,27,60,61,Club Atlético Rentistas,2021 ~ 2021,€250K,€500,1343
22 C. Medina,CB,19,62,72,Estudiantes de Mérida,2022 ~ 2022,€800K,€500,1470
22 F. Clavijo,CM,19,59,71,Sociedad Deportiva Aucas,2021 ~ 2022,€525K,€500,1577
22 J. Pérez,CM,20,60,70,Sport Huancayo,2021 ~ 2022,€550K,€500,1646
22 G. Iturra,CM,22,60,69,Unión La Calera,2021 ~ 2024,€550K,€600,1553
22 O. Hoch,CDM,19,57,67,1. FC Magdeburg,2019 ~ 2023,€325K,€500,1592
J. Moylan,ST,20,60,69,Shelbourne FC,2021 ~ 2023,€550K,€500,1661
22 C. González,GK,21,58,64,Deportivo La Guaira FC,2020 ~ 2022,€275K,€500,925
22 G. Chocobar,CB,21,60,68,Montevideo City Torque,2021 ~ 2023,€525K,€500,1365
21 S. Bindjeme II,CB,24,63,68,,Free,€0,€0,1329
21 B. Meyapya Fongain,CB,19,63,73,,Free,€0,€0,1406
21 M. Assomo,LM,20,66,75,,Free,€0,€0,1631
21 M. Dangmo,ST,22,62,67,,Free,€0,€0,1556
22 Felippe Cardoso,ST,22,67,74,Vegalta Sendai,2021 ~ 2025,€2.1M,€2K,1588
22 F. Catarozzi,CM,21,65,75,Montevideo City Torque,2020 ~ 2022,€1.6M,€500,1738
D. Reid,CDM,17,54,78,St. Mirren,2021 ~ 2023,€325K,€500,1495
J. Baptiste,CB,18,57,78,West Ham United,2020 ~ 2023,€500K,€2K,1367
K. Appiah-Forson,CM,20,56,71,West Ham United,2020 ~ 2023,€350K,€7K,1579
J. Wills,GK,19,55,72,St. Johnstone FC,2021 ~ 2023,€300K,€500,853
P. Moser,GK,19,55,70,SV Ried,2021 ~ 2024,€250K,€550,881
D. Iancu,ST,19,55,70,AFC Hermannstadt,2022 ~ 2024,€300K,€700,1524
M. Cova,CAM,29,68,68,Deportivo Táchira FC,2021 ~ 2022,€1.2M,€550,1761
21 V. Pavlidis,CB,17,60,77,FC Schalke 04,2021 ~ 2021,€575K,€500,1371
Y. Cassubie,CDM,21,64,71,Chamois Niortais Football Club,2021 ~ 2023,€1.1M,€1K,1645
21 K. Lont,RW,20,61,70,Feyenoord,2020 ~ 2021,€725K,€2K,1490
L. Lobinger,ST,23,59,68,1. FC Kaiserslautern,2022 ~ 2023,€500K,€2K,1408
C. Mizell,GK,30,56,57,New York City FC,2021 ~ 2022,€110K,€1K,1012
22 K. Atheba,GK,20,54,65,Royale Union Saint-Gilloise,2020 ~ 2022,€200K,€1K,966
S. Lynen,CDM,23,67,72,Royale Union Saint-Gilloise,2020 ~ 2024,€1.4M,€5K,1752
M. Fixelles,CDM,25,67,72,KVC Westerlo,2022 ~ 2024,€1.4M,€4K,1860
22 A. Hamzaoui,LB,23,63,67,Royale Union Saint-Gilloise,2017 ~ 2022,€650K,€3K,1553
22 C. Warfield,ST,20,50,56,Longford Town,2020 ~ 2022,€70K,€500,1239
22 M. O'Brien,CAM,18,49,60,Longford Town,2020 ~ 2021,€100K,€500,1292
22 B. Lynch,LB,19,51,56,Longford Town,2020 ~ 2022,€80K,€500,1275
22 A. McCabe,ST,20,50,57,Longford Town,2019 ~ 2021,€90K,€500,1218
22 J. Jensen-Abbew,CB,19,53,69,FC Nordsjælland,2021 ~ 2024,€230K,€900,1261
N. Kibunguchy,CB,24,60,66,Minnesota United FC,2021 ~ 2022,€350K,€1K,1386
J. McMaster,RM,23,57,64,Minnesota United FC,2021 ~ 2022,€325K,€1K,1526
21 X. Severina,LW,19,57,70,ADO Den Haag,2020 ~ 2023,€400K,€1K,1396
R. O'Kane,RM,18,55,69,Dundalk FC,2021 ~ 2023,€300K,€500,1366
22 Ye Hoon Ueom,GK,18,58,70,Sagan Tosu,2021 ~ 2023,€400K,€500,930
22 Alejandro Pérez,CDM,20,62,74,RCD Espanyol de Barcelona,2021 ~ 2025,€900K,€2K,1543
M. Martínez,LM,27,60,60,Club Nacional,2021 ~ 2022,€250K,€500,1485
22 F. Martínez,CDM,22,55,63,Club Atlético Peñarol,2021 ~ 2021,€275K,€500,1432
22 G. Machado,CDM,20,62,72,Cerro Largo Fútbol Club,2021 ~ 2022,€825K,€500,1673
S. Breza,GK,24,64,68,Club de Foot Montréal,"Dec 31, 2022 On Loan",€675K,€4K,997
22 R. Di Luciano,RB,17,59,75,Club Atlético Banfield,2021 ~ 2024,€550K,€500,1397
I. Rodríguez,CM,20,60,73,Club Atlético Banfield,2021 ~ 2022,€600K,€2K,1553
K. Rad,CB,21,56,68,Sporting Kansas City,2021 ~ 2022,€325K,€900,1302
22 J. Gurr,RB,25,60,63,Aberdeen,2021 ~ 2022,€300K,€1K,1638
M. Estol,CM,27,62,62,Montevideo Wanderers,2022 ~ 2022,€425K,€500,1777
L. Onetto,LM,25,66,69,Cerro Largo Fútbol Club,2021 ~ 2022,€1.1M,€500,1490
22 F. García,ST,23,58,64,Cerro Largo Fútbol Club,2021 ~ 2021,€325K,€500,1363
22 T. Nascente,ST,19,56,70,Cerro Largo Fútbol Club,2021 ~ 2022,€350K,€500,1353
22 A. Flanagan,LB,22,56,64,FC Cincinnati,2021 ~ 2021,€300K,€1K,1373
21 Á. González,GK,17,57,75,Club Libertad,2021 ~ 2024,€350K,€500,880
22 R. González,RB,20,62,72,Club Libertad,2021 ~ 2022,€825K,€500,1577
22 R. Hope-Gund,CB,21,58,68,Orlando City Soccer Club,2021 ~ 2021,€425K,€900,1374
21 Tan Zemin,GK,27,59,61,Jiangsu FC,2021 ~ 2022,€210K,€2K,852
21 Dong Yi,RB,27,61,61,Jiangsu FC,2019 ~ 2022,€325K,€3K,1516
21 Yan Yuan,CB,20,57,65,Jiangsu FC,2021 ~ 2022,€325K,€2K,1426
21 Jiang Pengfei,CB,30,63,63,Jiangsu FC,2021 ~ 2022,€400K,€4K,1515
21 Zou Peizhi,LB,27,53,53,Jiangsu FC,2010 ~ 2022,€90K,€3K,1347
21 Peng Weisheng,CDM,33,66,66,Jiangsu FC,2021 ~ 2022,€425K,€6K,1757
21 Luo Gui,CM,25,60,60,Jiangsu FC,2015 ~ 2022,€275K,€3K,1645
21 Kong Qiqiang,CM,22,67,70,Jiangsu FC,2017 ~ 2023,€1.4M,€6K,1813
21 Ding Junjie,LW,23,65,68,Jiangsu FC,2015 ~ 2021,€975K,€5K,1585
